Course	Room	Teacher	Time	Students
92	17	44	18	165 211 294 311 349 352 365 454 457 482 660 844 926 927 950 1009 1102 1150 
93	41	33	37	6 9 16 44 174 231 234 248 383 388 487 488 638 693 706 727 934 
94	44	58	42	20 71 95 130 317 343 358 385 540 661 754 770 816 1057 1074 1082 1091 1116 
95	41	8	8	19 31 39 133 242 287 299 337 339 346 389 397 465 480 563 642 673 818 821 846 855 907 949 991 1073 1075 1158 
96	41	98	51	45 48 81 268 401 453 603 651 759 761 815 852 870 921 957 1115 1136 1145 
97	15	69	13	145 197 354 431 472 477 508 523 538 648 683 877 893 915 951 1003 1054 1124 1140 
98	41	15	35	23 204 432 602 667 685 818 901 1050 
99	41	76	31	25 27 285 350 364 513 608 617 685 723 781 941 977 1025 1037 1092 1105 
100	17	122	20	19 102 181 221 262 296 313 326 369 566 608 635 988 989 1121 
101	17	46	26	20 21 119 353 449 485 539 607 691 851 869 886 896 942 953 971 1000 1151 
102	44	123	45	7 12 263 285 348 397 583 623 717 733 744 801 847 867 937 994 
103	44	95	33	43 220 279 300 309 314 368 393 744 947 999 
104	41	119	41	31 122 224 304 406 430 512 660 709 888 928 1121 
105	41	124	30	158 199 218 229 247 258 291 324 372 399 711 819 921 1037 1067 1169 
106	41	115	9	1 14 19 69 192 273 311 317 449 529 586 604 616 783 929 1072 1142 
107	41	117	10	18 99 154 156 218 409 680 710 763 966 967 1051 1154 
108	17	130	30	127 135 146 197 241 285 380 392 403 578 613 684 834 835 1006 1076 1096 
109	5	70	30	25 89 109 143 166 174 263 272 476 498 506 662 679 736 743 
110	41	64	44	30 60 141 275 439 558 626 720 760 876 890 939 963 969 1020 
111	17	104	2	62 129 275 380 432 439 592 609 698 796 894 904 1006 1031 1056 1068 1083 
112	41	48	45	38 54 84 179 206 257 274 343 353 423 533 545 763 806 863 887 1001 1067 1127 
113	17	21	51	359 411 472 526 529 662 725 859 902 1047 1063 1134 
114	12	25	4	29 42 221 397 406 440 469 630 672 685 712 751 782 924 1008 
115	41	128	33	21 158 165 230 232 367 568 687 737 777 783 900 1056 1156 
116	5	8	0	15 37 60 72 132 215 304 325 333 373 448 456 502 549 568 712 716 976 1008 1115 
117	44	116	23	94 160 227 268 528 538 588 608 799 865 916 919 1045 
118	17	34	31	32 124 206 281 361 380 417 461 497 780 821 862 985 1028 1069 1095 
119	41	64	48	15 119 140 277 283 287 294 320 526 530 542 765 835 926 941 1050 1137 
120	17	83	21	149 150 257 264 531 573 641 695 782 854 991 1101 1153 1155 
121	35	122	17	203 226 280 299 375 405 553 562 563 742 764 956 1036 1061 1097 
122	17	35	9	172 286 297 341 845 885 911 995 1030 1063 1099 
123	41	119	54	28 73 105 117 118 189 224 230 339 389 596 623 624 635 641 656 708 745 786 811 878 1021 
124	5	72	40	68 168 311 433 562 572 587 730 857 953 958 1018 1131 
125	41	94	24	56 232 236 443 574 581 664 690 753 809 917 1023 
126	17	63	54	96 122 186 282 316 327 331 368 378 384 415 551 618 689 690 706 734 738 784 883 901 916 1036 1075 1093 1131 
127	17	103	8	11 111 116 117 248 249 490 501 518 680 791 802 817 944 972 1099 1172 
128	17	121	48	13 42 86 127 154 261 274 356 408 467 650 761 776 793 881 896 909 990 1011 1024 
129	17	42	45	22 79 135 239 414 455 609 695 718 853 884 1029 
130	17	31	24	302 399 420 424 429 482 492 505 543 784 923 971 1000 1017 1140 1164 
131	17	16	44	23 90 101 144 182 325 338 371 483 503 548 703 823 853 897 906 929 967 979 996 1013 1032 1162 
132	5	33	26	84 87 295 298 373 401 440 442 506 508 572 591 622 642 659 665 688 715 751 792 890 955 1076 1174 
133	17	24	3	64 120 178 452 518 542 604 620 646 800 832 1025 1129 
134	35	34	30	78 118 221 327 328 340 348 919 1041 1065 1087 1162 
135	5	88	14	6 28 55 102 142 203 233 306 357 412 453 522 589 597 627 666 698 718 852 870 1005 1100 1138 1146 
136	5	107	48	39 66 70 314 438 507 574 697 719 746 753 892 905 958 973 1045 1098 1119 
137	5	87	55	17 26 97 332 465 539 669 697 703 800 1086 1122 1128 
138	41	99	43	140 187 198 212 338 613 629 637 726 799 836 1115 
139	5	98	44	50 76 78 114 168 204 265 509 526 543 694 707 825 977 1094 
140	5	88	21	59 75 76 85 139 238 289 387 444 463 522 789 815 860 994 1002 1005 1048 
141	41	117	23	164 177 184 265 354 375 390 391 501 515 551 563 572 602 611 670 819 840 842 847 939 994 1038 1103 1117 
142	5	82	25	80 83 153 207 344 387 467 471 487 489 538 599 607 612 772 862 863 948 1074 
143	17	106	33	251 264 293 299 326 363 449 490 636 672 796 865 879 1100 1118 1142 1146 
144	17	59	10	124 200 222 250 531 609 615 668 671 677 776 824 838 949 1004 1147 
145	44	95	32	59 93 141 275 278 293 301 316 334 369 446 487 513 568 604 658 679 777 832 859 1034 1144 
146	5	28	18	112 113 386 525 675 734 759 782 797 976 1114 
147	41	53	15	36 70 168 192 282 374 502 519 582 730 741 815 825 854 891 909 1059 1066 1074 1106 
148	35	27	14	84 195 208 210 314 399 474 685 706 757 764 770 856 
149	5	10	33	77 148 450 455 469 545 567 647 676 836 970 1042 1096 
150	17	99	41	196 199 234 246 322 484 488 495 496 516 575 579 617 701 810 868 914 1018 1038 1163 
151	35	91	7	67 68 208 288 460 472 533 632 686 813 859 910 971 1032 1066 
152	17	96	35	5 9 56 58 132 196 273 284 285 295 335 357 455 592 606 658 707 897 907 921 1007 1144 1174 1176 
153	5	52	51	115 180 202 214 266 366 402 407 466 489 750 767 778 792 819 873 886 1020 1043 1072 1150 1170 
154	41	12	32	69 242 384 410 501 519 719 740 776 913 923 1054 1068 1089 1108 1148 
155	35	23	52	100 199 215 249 250 336 337 357 445 506 520 603 611 623 663 782 809 871 1003 1057 1083 1112 
156	5	105	3	45 72 86 105 321 456 686 781 841 860 890 937 969 1054 1130 1173 
157	5	19	29	73 157 198 202 237 253 312 365 402 480 569 613 635 651 675 716 764 806 839 984 1034 
158	35	57	21	63 130 214 330 494 600 705 723 742 766 829 842 959 980 
159	35	73	48	23 24 46 186 306 338 363 364 439 459 492 539 605 691 724 811 1111 
160	17	16	32	268 337 367 541 812 856 869 957 982 1015 1103 
161	17	15	43	81 103 164 235 240 252 302 341 392 518 627 704 772 785 889 991 1083 
162	17	28	39	30 194 349 446 527 590 614 651 695 740 746 752 805 817 834 923 1037 1085 
163	5	1	8	8 32 90 146 216 226 330 392 543 555 557 624 634 910 986 996 1018 1071 1074 1080 1103 1111 
164	5	56	45	44 101 111 125 190 209 219 231 303 323 351 431 578 610 729 811 842 852 901 1056 1070 
165	17	81	47	31 46 69 179 220 303 461 499 673 739 789 809 847 887 945 1113 
166	5	89	31	137 184 300 325 444 449 556 605 628 735 804 860 865 930 976 1067 1123 1125 
167	41	89	50	102 116 234 400 422 581 585 689 701 725 779 995 1070 1111 
168	5	43	20	65 335 414 499 562 593 601 606 663 827 836 984 1073 1136 1151 
169	17	85	1	26 83 120 254 330 372 432 684 933 943 983 992 1046 1118 1119 
170	35	13	20	114 214 258 322 333 345 536 586 682 693 1039 
171	5	94	39	88 137 223 351 356 392 412 507 738 751 919 925 985 999 1048 1062 1094 1112 1139 1157 
172	5	49	47	44 274 350 523 528 610 756 860 875 895 899 
173	5	97	2	23 33 45 136 221 223 267 308 472 491 494 657 722 795 829 877 914 1059 1175 
174	44	129	13	66 71 82 288 368 373 440 478 551 561 592 631 674 729 802 850 878 940 987 1005 1040 1051 1064 1149 
175	35	1	49	40 91 149 153 298 332 384 611 624 714 737 818 884 902 956 989 1061 
176	35	72	36	27 34 51 85 263 365 403 502 644 714 787 840 928 965 1051 1160 1170 
177	41	86	13	10 21 129 178 219 244 277 301 313 398 479 532 623 722 797 921 931 964 970 1015 1039 1058 1077 1094 
178	17	103	50	75 99 167 171 190 245 257 264 265 277 292 366 408 481 490 520 524 666 736 804 873 1024 1044 1052 1075 
179	15	77	6	60 147 210 230 328 340 342 430 493 646 730 775 944 955 1047 1167 1176 
180	44	68	6	8 150 233 270 331 395 731 798 812 892 895 979 1102 1161 1175 
181	35	20	47	10 41 108 246 261 358 381 400 413 423 444 485 732 743 1027 1055 1090 1098 1123 1128 
182	35	109	31	98 390 493 494 520 795 807 1014 1030 1114 1158 
183	17	32	23	4 26 71 105 266 426 450 522 544 552 599 629 667 755 761 790 893 922 1132 1143 1172 
184	5	90	23	97 111 270 362 369 427 440 458 474 516 747 801 1022 1058 1135 
185	35	80	39	6 63 117 161 228 255 263 278 521 582 635 676 696 848 912 986 1043 1078 1129 
186	5	24	34	24 35 172 234 247 251 443 457 484 564 844 888 993 1027 1165 
187	41	115	42	63 103 220 222 324 430 470 502 541 590 629 693 694 699 700 814 982 989 1102 1119 1122 1160 1165 
188	35	54	51	1 126 186 239 296 341 420 456 464 491 637 719 857 890 927 1007 1009 1159 1174 
189	35	12	23	103 162 243 260 305 400 418 429 523 798 943 963 1113 1124 1155 1175 
190	46	39	4	77 225 388 421 589 595 655 671 710 740 811 834 842 851 870 876 879 894 954 969 994 1033 1041 1087 
191	41	80	16	94 160 208 286 419 577 583 593 648 665 769 864 917 960 998 1010 1149 
192	35	56	40	135 167 222 245 264 359 431 437 488 680 692 726 983 1098 
193	5	54	50	69 115 137 165 224 235 269 393 434 496 537 547 573 711 823 824 993 1130 1161 
194	35	102	11	66 92 153 154 168 232 462 490 532 568 577 660 703 711 918 934 972 1167 
195	17	10	15	2 106 218 239 259 280 315 316 398 445 569 615 678 787 816 869 938 960 1134 
196	41	86	6	90 112 130 176 278 359 436 515 565 567 684 694 773 787 794 835 852 952 958 972 977 982 986 1029 1065 1114 1116 1131 
197	35	67	50	148 203 206 329 374 486 554 586 683 755 768 814 937 941 1010 
198	5	41	32	92 162 238 283 344 363 391 426 650 705 749 750 815 817 831 843 861 936 981 1009 1121 1153 
199	15	41	4	196 247 282 289 342 410 550 634 684 699 776 820 840 886 887 907 920 
200	35	69	38	144 209 254 334 536 542 607 620 708 716 754 849 880 893 940 953 959 1018 1101 
201	35	55	18	48 223 259 291 404 406 424 473 500 652 661 987 1143 
202	35	20	46	166 272 287 386 401 402 464 550 581 587 654 771 887 915 966 972 1016 
203	17	112	6	41 53 65 96 105 119 146 198 242 250 339 360 453 601 947 983 985 996 1049 1097 
204	35	67	44	16 51 104 176 181 207 301 339 343 389 434 477 719 741 769 800 841 913 987 1028 1106 1110 
205	35	126	33	36 46 51 53 67 83 86 184 228 286 340 347 435 447 448 463 571 618 645 657 686 689 738 826 885 1066 1127 1151 
206	5	112	43	19 114 175 355 360 427 470 512 517 644 699 711 864 956 966 980 1043 1105 1142 
207	5	61	24	47 109 118 138 164 173 219 233 379 383 385 504 579 582 633 658 715 855 922 1053 1075 
208	17	63	42	353 395 517 535 599 653 832 851 856 906 935 1035 1111 1176 
209	5	25	35	183 206 318 505 518 564 612 741 939 1027 1085 1127 1134 1159 
210	5	14	57	29 48 128 143 262 379 427 479 569 713 846 885 908 1042 1079 1112 1122 1153 
211	5	82	54	38 57 188 191 273 361 418 463 588 619 692 1137 
212	5	92	6	7 15 68 144 149 191 248 319 369 411 421 442 521 540 592 665 878 881 897 933 
213	5	51	22	96 115 128 161 194 203 258 415 469 503 517 595 645 646 657 710 866 1016 1065 1078 
214	17	53	37	201 217 334 451 454 577 598 649 665 687 714 786 790 805 833 968 1088 1163 
215	35	105	26	40 74 147 151 362 364 393 452 555 606 696 766 768 820 862 951 1011 1043 
216	5	120	15	45 61 118 195 256 262 276 305 308 321 330 598 970 987 1041 1069 
217	35	51	43	85 88 190 195 210 249 300 351 352 353 510 693 707 738 850 861 866 929 961 978 993 
218	17	66	16	30 64 104 157 185 217 332 370 379 411 670 679 780 985 
219	35	35	2	78 100 259 276 288 323 446 454 458 636 737 899 948 988 1155 
220	5	11	1	4 57 58 101 112 161 202 225 355 424 492 537 548 600 616 650 769 948 973 1000 1062 1082 1091 
221	35	110	55	110 173 345 409 434 469 527 813 843 845 1004 1077 1133 1149 
222	5	114	42	61 134 142 207 304 319 413 447 544 573 626 757 786 828 931 975 1031 1130 
223	35	75	34	48 131 151 303 550 594 630 668 733 788 794 882 895 1014 1028 1030 
224	44	43	4	170 182 208 223 326 351 447 450 579 739 786 802 943 1066 1101 1120 
225	35	130	22	13 143 176 207 307 320 640 667 863 871 902 1137 
226	5	61	53	80 144 152 240 274 308 318 383 389 512 652 655 748 756 757 1053 1104 
227	35	92	32	55 100 139 163 246 345 356 474 713 774 833 877 991 997 1062 1097 
228	5	118	10	38 82 103 125 130 504 626 699 760 767 856 858 864 1026 1046 1097 1148 
229	5	32	16	62 145 191 220 252 366 398 447 632 814 884 1092 1106 1164 1172 
230	5	55	41	59 298 312 361 382 423 442 479 499 531 547 558 656 669 702 792 918 937 1002 1022 1042 1071 1158 1165 
231	17	30	13	58 172 255 284 364 379 436 451 475 489 704 721 753 775 861 938 960 1012 1107 1157 
232	35	77	24	9 42 43 53 310 426 511 591 637 822 948 1021 1109 1171 
233	35	21	0	156 166 185 201 396 565 657 717 734 766 891 995 997 1019 1093 1110 1171 
234	41	71	4	33 376 473 590 593 608 643 674 724 759 808 895 915 1047 1099 1114 1124 1135 1145 1169 
235	35	7	41	46 209 226 401 428 473 543 545 616 638 661 705 765 793 930 945 947 1024 1100 1108 1124 1170 
236	35	11	35	47 290 394 407 429 557 621 672 731 805 845 849 
237	35	118	29	17 52 209 292 336 457 493 576 585 587 700 750 758 825 932 1095 1120 
238	5	70	37	26 56 396 546 566 622 700 725 777 784 826 839 851 946 996 1033 1157 1171 
239	35	38	10	189 278 535 879 998 1088 
240	35	75	45	14 74 157 302 370 485 504 630 652 663 732 748 906 909 919 932 989 1035 1073 1112 1120 1147 
241	35	110	56	20 29 134 145 218 251 315 334 358 370 437 501 585 678 701 732 838 875 916 983 1004 1077 1144 
242	5	78	13	79 154 171 201 233 252 446 528 549 570 644 779 781 830 897 998 1050 
243	35	126	5	7 47 70 80 91 197 266 284 302 376 415 445 450 468 603 667 868 876 902 913 918 969 1046 1119 
244	35	30	6	50 95 189 212 437 492 618 642 660 795 882 889 1055 1096 
245	35	57	15	65 67 73 126 166 260 312 435 480 484 621 629 649 675 748 927 936 1076 
246	5	114	9	3 16 28 51 122 128 195 254 283 313 391 421 481 523 549 567 624 639 651 775 801 873 874 888 990 1047 1123 1145 
247	35	38	42	62 124 255 383 387 420 495 648 668 722 768 864 1040 1044 1093 1142 1166 1170 
248	17	97	4	121 185 454 511 533 717 830 977 1044 1084 1113 1136 1160 1163 1176 
249	35	78	37	37 270 307 391 495 615 616 875 881 1012 1144 1165 1168 
250	35	85	16	90 295 337 349 570 631 676 702 761 882 883 952 1030 1055 1120 
251	35	125	9	9 150 170 231 237 382 403 443 463 496 625 682 700 723 770 806 810 824 849 859 903 909 1023 
252	35	17	57	5 88 123 188 237 244 252 282 293 298 375 416 561 596 600 674 709 735 803 807 833 975 999 
253	35	84	1	2 50 196 300 460 564 638 780 858 865 898 1013 1084 
254	35	44	8	50 156 213 243 514 808 946 978 1010 1081 1128 1133 
255	35	17	3	12 115 142 202 510 524 596 614 637 654 793 904 1067 1087 
256	35	9	25	57 191 199 452 727 756 762 880 899 952 984 1045 1088 1089 1138 1154 1174 
257	5	9	4	163 178 192 204 333 475 654 669 680 728 791 796 838 1013 1014 1016 1090 
258	35	83	13	222 256 356 558 682 736 1001 
259	35	101	53	1 98 121 126 140 273 338 421 521 524 528 752 801 830 837 868 891 920 930 963 1038 1118 
260	35	101	4	
